outer_fold,method,placement,well_1,well_2,well_3,well_4,well_5,well_6,well_7,well_8,well_9,well_10,well_11,well_12,well_13,well_14,well_15,well_16,well_17,well_18,well_19,well_20,well_21,well_22,well_23,well_24,well_25,well_26,well_27,well_28,well_29,well_30
5,POD,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5,POD,dg_joint,28,27,30,11,1,14,22,21,12,25,19,5,6,16,20,23,8,26,13,15,7,29,18,17,4,9,3,24,10,2
5,POD,condition_joint,28,27,30,11,1,14,22,21,12,23,19,5,6,16,20,25,8,26,13,15,7,29,18,17,4,9,3,24,10,2
5,POD,dg_pressure,26,28,30,14,4,16,25,22,10,29,13,12,2,15,23,19,11,27,17,9,7,24,18,20,3,6,8,21,5,1
5,POD,condition_pressure,26,28,30,14,4,16,25,22,10,29,13,12,2,15,23,19,11,27,17,9,7,24,18,20,3,6,8,21,5,1
5,POD-E,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5,POD-E,dg_joint,29,27,28,5,6,15,25,20,13,26,17,4,14,1,19,18,8,24,16,11,9,30,21,22,2,10,7,23,12,3
5,POD-E,condition_joint,28,27,30,5,6,17,22,21,12,23,19,4,14,1,20,25,10,26,11,15,8,29,18,16,2,9,7,24,13,3
5,POD-E,dg_pressure,30,28,29,16,18,12,26,25,10,27,8,5,9,2,24,17,7,1,20,4,3,22,19,23,13,6,11,21,15,14
5,POD-E,condition_pressure,28,27,30,16,18,11,26,24,10,29,8,5,9,2,25,17,7,1,20,4,3,22,19,23,13,6,12,21,15,14
5,original_tbmd,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
5,original_tbmd,dg_joint,28,27,30,17,7,19,26,23,11,24,16,5,4,1,20,13,6,25,18,8,14,29,22,21,2,12,9,15,10,3
5,original_tbmd,condition_joint,28,27,30,17,7,19,26,23,11,24,16,5,4,1,20,13,6,25,18,9,14,29,22,21,2,12,10,15,8,3
5,original_tbmd,dg_pressure,29,30,28,13,24,18,26,25,10,27,8,5,6,2,1,11,12,21,23,4,3,17,20,22,15,7,9,19,16,14
5,original_tbmd,condition_pressure,29,30,28,13,24,19,26,25,10,27,8,5,6,2,1,11,12,20,23,4,3,18,17,21,14,7,9,22,16,15
6,final_accuracy,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,final_accuracy,dg_joint,29,28,30,11,7,17,23,22,1,25,19,4,5,13,21,20,2,24,15,16,10,27,18,14,6,9,8,26,12,3
6,final_accuracy,condition_joint,29,28,30,11,7,16,23,18,1,27,22,4,5,13,20,21,2,25,14,17,10,26,19,15,6,9,8,24,12,3
6,final_accuracy,dg_pressure,28,21,30,15,24,8,19,20,10,25,17,4,9,2,18,13,11,1,23,6,3,26,22,29,16,5,12,27,7,14
6,final_accuracy,condition_pressure,27,30,29,15,23,8,18,16,10,24,20,4,9,2,19,13,11,1,25,6,3,22,21,28,17,5,12,26,7,14
6,final_pareto,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,final_pareto,dg_joint,30,29,28,14,20,10,23,19,1,22,17,4,9,2,6,13,11,24,21,7,8,27,25,26,16,3,12,18,5,15
6,final_pareto,condition_joint,30,29,28,14,20,13,19,16,1,27,18,4,8,2,15,11,10,24,21,6,7,25,22,23,17,5,9,26,12,3
6,final_pareto,dg_pressure,30,29,28,14,21,9,19,20,12,22,16,4,8,2,18,13,11,1,23,7,3,25,26,27,17,5,10,24,6,15
6,final_pareto,condition_pressure,30,29,28,14,23,9,22,20,12,25,19,4,7,2,18,13,11,1,26,8,3,21,24,27,17,5,10,16,6,15
6,rank_optimized_joint,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,rank_optimized_joint,dg_joint,30,28,27,15,7,13,25,23,14,26,17,4,5,1,19,18,12,24,16,10,9,29,21,22,2,6,8,20,11,3
6,rank_optimized_joint,condition_joint,27,28,29,10,6,17,21,20,12,26,18,4,5,1,19,23,15,25,16,13,9,30,22,14,2,8,7,24,11,3
6,rank_optimized_joint,dg_pressure,30,29,28,14,18,10,21,26,9,27,16,4,8,2,22,15,11,1,19,6,3,25,20,24,17,5,12,23,7,13
6,rank_optimized_joint,condition_pressure,27,28,30,14,18,10,21,25,9,29,16,4,8,2,26,15,11,1,19,6,3,24,20,22,17,5,12,23,7,13
6,property_decoupled,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,property_decoupled,dg_joint,29,28,30,11,7,17,23,22,1,25,19,4,5,13,21,20,2,24,15,16,10,27,18,14,6,9,8,26,12,3
6,property_decoupled,condition_joint,29,28,30,11,7,16,23,18,1,27,22,4,5,13,20,21,2,25,14,17,10,26,19,15,6,9,8,24,12,3
6,property_decoupled,dg_pressure,28,21,30,15,24,8,19,20,10,25,17,4,9,2,18,13,11,1,23,6,3,26,22,29,16,5,12,27,7,14
6,property_decoupled,condition_pressure,27,30,29,15,23,8,18,16,10,24,20,4,9,2,19,13,11,1,25,6,3,22,21,28,17,5,12,26,7,14
6,hybrid,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,hybrid,dg_joint,30,27,26,5,10,17,25,20,7,28,15,4,12,1,3,18,11,16,21,9,8,29,23,22,2,13,14,24,19,6
6,hybrid,condition_joint,30,27,26,5,9,14,25,17,7,28,19,4,18,1,3,20,12,15,21,11,8,29,23,22,2,13,10,24,16,6
6,hybrid,dg_pressure,30,29,27,16,19,11,26,20,12,28,6,3,7,2,1,14,10,13,21,8,4,23,24,25,22,5,9,15,17,18
6,hybrid,condition_pressure,30,27,28,16,19,11,29,21,12,24,6,3,7,2,1,14,10,13,20,8,4,22,26,23,25,5,9,15,17,18
6,POD,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,POD,dg_joint,28,27,29,9,1,15,24,23,12,25,19,5,6,16,20,22,10,26,13,17,7,30,18,14,2,8,3,21,11,4
6,POD,condition_joint,28,27,29,9,1,15,24,23,12,25,19,5,6,16,20,22,10,26,13,17,7,30,18,14,2,8,3,21,11,4
6,POD,dg_pressure,30,27,29,14,4,16,20,22,10,21,13,12,2,15,23,28,11,26,17,9,5,24,18,19,3,7,8,25,6,1
6,POD,condition_pressure,30,27,29,14,4,16,20,21,10,22,13,12,2,15,23,28,11,26,17,9,5,24,18,19,3,7,8,25,6,1
6,POD-E,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,POD-E,dg_joint,29,27,28,3,6,14,25,23,15,26,18,4,12,1,20,17,13,24,16,11,8,30,19,22,2,9,7,21,10,5
6,POD-E,condition_joint,28,27,29,3,6,17,24,23,12,25,19,4,11,1,20,22,14,26,13,16,8,30,18,15,2,9,7,21,10,5
6,POD-E,dg_pressure,30,28,29,14,15,8,26,25,9,27,16,5,10,2,24,18,11,1,19,6,3,21,20,23,17,4,12,22,7,13
6,POD-E,condition_pressure,28,27,30,14,15,8,26,24,10,29,16,5,9,2,25,18,11,1,20,6,3,21,19,23,17,4,12,22,7,13
6,original_tbmd,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
6,original_tbmd,dg_joint,28,27,30,17,7,19,26,23,12,24,16,5,4,1,20,14,6,25,18,8,13,29,22,21,2,11,9,15,10,3
6,original_tbmd,condition_joint,28,27,30,17,20,18,26,23,12,24,16,5,4,1,21,15,8,25,19,9,13,29,22,6,2,10,7,14,11,3
6,original_tbmd,dg_pressure,30,29,28,14,16,17,26,25,10,27,6,4,7,2,1,9,5,22,24,11,3,19,20,23,21,12,8,18,15,13
6,original_tbmd,condition_pressure,30,29,27,14,15,17,26,25,10,28,6,4,7,2,1,9,5,20,24,11,3,18,19,22,21,12,8,23,16,13
7,final_accuracy,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,final_accuracy,dg_joint,28,29,30,16,19,8,20,22,1,23,17,4,13,2,14,9,10,24,21,6,7,27,18,25,15,5,11,26,12,3
7,final_accuracy,condition_joint,28,30,29,17,21,10,19,16,1,26,18,4,13,2,15,11,8,23,22,6,7,27,20,24,14,5,9,25,12,3
7,final_accuracy,dg_pressure,28,25,30,16,21,9,19,23,10,22,17,6,11,2,18,13,7,1,24,4,3,27,20,29,15,5,12,26,8,14
7,final_accuracy,condition_pressure,27,28,29,17,23,9,18,16,10,24,20,6,11,2,19,13,7,1,25,4,3,22,21,30,14,5,12,26,8,15
7,final_pareto,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,final_pareto,dg_joint,30,29,28,15,19,9,20,18,1,23,17,4,11,2,6,12,10,24,21,3,7,27,22,25,14,5,13,26,8,16
7,final_pareto,condition_joint,29,30,28,14,20,10,19,16,1,27,18,4,13,2,17,11,8,24,21,5,7,26,22,23,15,6,9,25,12,3
7,final_pareto,dg_pressure,30,29,28,16,21,9,19,20,11,22,17,6,10,2,18,13,7,1,23,4,3,25,24,27,14,5,12,26,8,15
7,final_pareto,condition_pressure,29,30,27,14,22,10,19,16,11,23,18,6,9,2,20,13,8,1,24,4,3,26,25,28,15,5,12,21,7,17
7,rank_optimized_joint,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,rank_optimized_joint,dg_joint,30,28,27,4,6,15,25,23,7,26,16,5,14,1,18,17,13,24,20,9,8,29,19,22,2,11,12,21,10,3
7,rank_optimized_joint,condition_joint,25,28,29,4,6,16,21,19,12,27,17,5,13,1,18,24,9,26,20,14,8,30,22,15,2,11,7,23,10,3
7,rank_optimized_joint,dg_pressure,30,29,28,15,18,11,26,25,8,27,17,6,9,2,23,16,10,1,20,4,3,22,19,24,14,5,12,21,7,13
7,rank_optimized_joint,condition_pressure,27,28,30,15,18,11,26,24,10,29,16,6,9,2,25,17,8,1,20,4,3,22,19,23,14,5,12,21,7,13
7,property_decoupled,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,property_decoupled,dg_joint,28,29,30,16,19,8,20,22,1,23,17,4,13,2,14,9,10,24,21,6,7,27,18,25,15,5,11,26,12,3
7,property_decoupled,condition_joint,28,30,29,17,21,10,19,16,1,26,18,4,13,2,15,11,8,23,22,6,7,27,20,24,14,5,9,25,12,3
7,property_decoupled,dg_pressure,28,25,30,16,21,9,19,23,10,22,17,6,11,2,18,13,7,1,24,4,3,27,20,29,15,5,12,26,8,14
7,property_decoupled,condition_pressure,27,28,29,17,23,9,18,16,10,24,20,6,11,2,19,13,7,1,25,4,3,22,21,30,14,5,12,26,8,15
7,hybrid,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,hybrid,dg_joint,29,28,26,6,12,11,25,20,7,27,19,5,17,1,3,18,14,15,21,9,8,30,22,23,2,13,10,24,16,4
7,hybrid,condition_joint,30,28,26,6,10,13,25,19,7,27,20,5,16,1,3,17,14,15,21,9,8,29,22,24,2,12,11,23,18,4
7,hybrid,dg_pressure,30,27,28,17,19,10,26,20,9,29,7,5,8,2,1,14,11,13,21,4,3,23,24,25,22,6,12,15,16,18
7,hybrid,condition_pressure,30,28,29,17,19,10,27,20,9,24,7,5,8,2,1,14,11,13,21,4,3,22,26,23,25,6,12,15,16,18
7,POD,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,POD,dg_joint,27,28,29,7,1,14,24,23,11,25,18,6,8,17,20,22,10,26,19,13,5,30,16,15,4,9,2,21,12,3
7,POD,condition_joint,27,28,29,7,1,14,24,23,11,25,18,6,8,17,20,22,10,26,19,13,5,30,16,15,4,9,2,21,12,3
7,POD,dg_pressure,30,27,29,14,4,16,20,21,10,22,13,12,2,15,23,28,11,26,18,9,5,24,17,19,3,6,8,25,7,1
7,POD,condition_pressure,30,27,29,14,4,16,20,21,10,22,13,12,2,15,23,28,11,26,18,9,5,24,17,19,3,6,8,25,7,1
7,POD-E,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,POD-E,dg_joint,29,27,28,4,6,14,25,23,13,26,16,5,15,1,21,17,9,24,18,12,8,30,19,22,2,11,7,20,10,3
7,POD-E,condition_joint,27,28,29,4,6,17,24,23,12,25,18,5,13,1,20,22,11,26,16,15,8,30,19,14,2,9,7,21,10,3
7,POD-E,dg_pressure,30,28,29,15,17,9,26,25,10,27,16,6,11,2,24,18,7,1,20,4,3,22,19,23,14,5,12,21,8,13
7,POD-E,condition_pressure,28,27,30,15,17,9,26,24,10,29,16,6,11,2,25,18,7,1,20,4,3,22,19,23,14,5,12,21,8,13
7,original_tbmd,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7,original_tbmd,dg_joint,28,27,30,17,7,19,26,23,12,24,16,5,4,1,20,14,6,25,18,8,13,29,21,22,2,11,9,15,10,3
7,original_tbmd,condition_joint,27,30,29,17,6,19,26,23,13,24,16,5,4,1,20,14,7,25,18,9,12,28,21,22,2,11,8,15,10,3
7,original_tbmd,dg_pressure,29,30,28,14,17,18,26,25,9,27,16,5,8,2,1,11,12,22,24,4,3,21,20,23,15,6,10,19,7,13
7,original_tbmd,condition_pressure,29,30,27,14,23,21,24,26,9,28,16,5,8,2,1,11,12,20,25,4,3,18,17,19,15,6,10,22,7,13
8,final_accuracy,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,final_accuracy,dg_joint,28,29,30,16,19,11,20,22,1,23,17,4,9,2,15,10,8,24,21,6,7,25,18,26,14,5,12,27,13,3
8,final_accuracy,condition_joint,28,29,30,15,20,10,24,21,1,27,13,4,12,2,18,11,8,25,22,5,7,19,16,23,14,6,9,26,17,3
8,final_accuracy,dg_pressure,28,27,30,16,21,10,20,24,8,22,17,5,9,2,18,13,7,1,23,4,3,25,19,29,14,6,12,26,11,15
8,final_accuracy,condition_pressure,27,28,30,15,23,10,26,22,8,25,18,5,9,2,20,14,7,1,24,4,3,21,19,29,13,6,12,16,11,17
8,final_pareto,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,final_pareto,dg_joint,30,29,28,15,19,11,24,20,1,22,16,4,8,2,6,13,9,25,21,3,7,27,23,26,14,5,12,18,10,17
8,final_pareto,condition_joint,30,29,28,15,20,11,24,16,1,27,18,4,9,2,17,12,8,25,21,5,7,26,22,23,14,6,10,19,13,3
8,final_pareto,dg_pressure,30,29,28,15,20,11,19,21,12,22,16,5,8,2,17,13,7,1,23,4,3,25,24,27,14,6,9,26,10,18
8,final_pareto,condition_pressure,30,29,28,15,22,11,26,19,12,25,17,5,7,2,20,13,8,1,24,4,3,21,23,27,14,6,9,16,10,18
8,rank_optimized_joint,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,rank_optimized_joint,dg_joint,30,28,27,5,6,15,25,23,13,26,17,4,9,1,19,18,11,24,16,10,8,29,20,22,2,14,7,21,12,3
8,rank_optimized_joint,condition_joint,27,28,29,5,6,17,21,19,16,26,20,4,9,1,18,23,10,25,12,14,8,30,22,15,2,11,7,24,13,3
8,rank_optimized_joint,dg_pressure,29,30,28,17,18,12,26,25,9,27,15,5,8,2,23,16,7,1,19,4,3,22,20,24,14,6,11,21,10,13
8,rank_optimized_joint,condition_pressure,27,28,30,16,18,11,26,25,9,29,15,5,8,2,24,17,7,1,19,4,3,22,20,23,14,6,12,21,10,13
8,property_decoupled,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,property_decoupled,dg_joint,28,29,30,16,19,11,20,22,1,23,17,4,9,2,15,10,8,24,21,6,7,25,18,26,14,5,12,27,13,3
8,property_decoupled,condition_joint,28,29,30,15,20,10,24,21,1,27,13,4,12,2,18,11,8,25,22,5,7,19,16,23,14,6,9,26,17,3
8,property_decoupled,dg_pressure,28,27,30,16,21,10,20,24,8,22,17,5,9,2,18,13,7,1,23,4,3,25,19,29,14,6,12,26,11,15
8,property_decoupled,condition_pressure,27,28,30,15,23,10,26,22,8,25,18,5,9,2,20,14,7,1,24,4,3,21,19,29,13,6,12,16,11,17
8,hybrid,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,hybrid,dg_joint,29,28,27,4,9,18,25,20,7,26,16,5,11,1,3,17,14,15,21,10,8,30,24,23,2,13,12,22,19,6
8,hybrid,condition_joint,30,28,27,4,9,19,25,21,7,26,17,5,13,1,3,18,16,15,14,10,8,29,24,23,2,12,11,22,20,6
8,hybrid,dg_pressure,30,25,26,16,19,11,28,21,9,29,8,3,7,2,1,14,10,13,22,4,5,23,24,27,20,6,12,15,17,18
8,hybrid,condition_pressure,30,26,28,16,19,11,29,20,9,24,8,3,7,2,1,14,10,13,21,4,5,23,25,27,22,6,12,15,17,18
8,POD,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,POD,dg_joint,29,27,28,6,1,17,24,23,13,26,20,5,8,16,19,21,9,25,12,14,7,30,18,15,4,10,3,22,11,2
8,POD,condition_joint,29,27,28,6,1,17,24,23,13,26,20,5,8,16,19,21,9,25,12,14,7,30,18,15,4,10,2,22,11,3
8,POD,dg_pressure,30,26,29,13,4,17,20,22,9,21,14,12,2,15,23,28,11,27,18,10,5,24,16,19,3,6,8,25,7,1
8,POD,condition_pressure,30,26,29,13,4,17,20,22,9,21,14,12,2,15,23,28,11,27,18,10,5,24,16,19,3,6,8,25,7,1
8,POD-E,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,POD-E,dg_joint,29,27,28,4,6,15,24,23,12,26,17,5,10,1,20,18,9,25,16,11,8,30,19,22,2,14,7,21,13,3
8,POD-E,condition_joint,29,27,28,4,6,17,24,23,15,26,20,5,9,1,19,21,10,25,12,16,8,30,18,14,2,11,7,22,13,3
8,POD-E,dg_pressure,28,29,30,16,17,10,26,25,8,27,15,5,9,2,24,18,7,1,20,4,3,22,19,23,14,6,12,21,11,13
8,POD-E,condition_pressure,28,27,30,16,17,10,26,24,8,29,15,5,9,2,25,18,7,1,20,4,3,22,19,23,14,6,12,21,11,13
8,original_tbmd,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
8,original_tbmd,dg_joint,27,30,29,17,7,19,26,23,9,24,16,5,4,1,20,13,6,25,18,8,14,28,21,22,2,12,11,15,10,3
8,original_tbmd,condition_joint,27,30,29,17,6,19,26,23,10,24,16,5,4,1,20,13,7,25,18,9,14,28,21,22,2,12,11,15,8,3
8,original_tbmd,dg_pressure,30,29,28,14,24,19,25,26,8,27,9,5,6,2,1,11,12,20,23,4,3,17,18,21,15,7,10,22,16,13
8,original_tbmd,condition_pressure,30,29,27,14,15,21,25,26,8,28,9,5,6,2,1,11,12,19,18,4,3,17,20,23,22,7,10,24,16,13
9,final_accuracy,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,final_accuracy,dg_joint,28,29,30,16,19,9,20,22,1,23,17,4,8,2,5,14,11,25,21,3,7,24,18,27,15,6,12,26,10,13
9,final_accuracy,condition_joint,28,29,30,15,20,10,19,21,1,27,18,4,8,2,17,9,12,25,22,6,7,24,16,23,14,5,11,26,13,3
9,final_accuracy,dg_pressure,27,28,30,16,21,11,19,24,12,22,17,3,7,2,18,14,8,1,23,4,5,25,20,29,15,6,10,26,9,13
9,final_accuracy,condition_pressure,27,28,30,17,22,11,19,21,12,25,18,3,7,2,20,14,8,1,24,4,5,23,16,29,15,6,10,26,9,13
9,final_pareto,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,final_pareto,dg_joint,30,29,28,12,7,17,23,22,1,26,19,4,5,10,21,20,2,24,16,14,11,27,18,13,6,9,8,25,15,3
9,final_pareto,condition_joint,30,29,28,12,7,16,24,19,1,27,20,4,5,10,22,21,2,25,18,13,11,26,17,15,6,9,8,23,14,3
9,final_pareto,dg_pressure,30,29,28,16,19,11,20,21,12,22,17,3,7,2,18,13,8,1,23,4,5,25,24,27,14,6,10,26,9,15
9,final_pareto,condition_pressure,28,29,30,15,21,11,22,19,12,26,17,3,7,2,20,13,8,1,25,4,5,24,23,27,14,6,10,16,9,18
9,rank_optimized_joint,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,rank_optimized_joint,dg_joint,30,28,27,15,7,14,25,23,9,26,16,4,5,1,20,17,13,24,18,10,12,29,19,22,2,8,6,21,11,3
9,rank_optimized_joint,condition_joint,29,27,28,12,7,16,21,19,9,26,18,4,5,1,20,23,15,25,17,13,11,30,22,14,2,8,6,24,10,3
9,rank_optimized_joint,dg_pressure,30,29,28,16,18,11,26,25,12,27,15,3,7,2,24,17,8,1,20,4,5,22,19,23,14,6,10,21,9,13
9,rank_optimized_joint,condition_pressure,27,28,30,16,17,11,24,25,12,29,15,3,7,2,26,18,8,1,20,4,5,22,19,23,14,6,10,21,9,13
9,property_decoupled,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,property_decoupled,dg_joint,28,29,30,16,19,9,20,22,1,23,17,4,8,2,5,14,11,25,21,3,7,24,18,27,15,6,12,26,10,13
9,property_decoupled,condition_joint,28,29,30,15,20,10,19,21,1,27,18,4,8,2,17,9,12,25,22,6,7,24,16,23,14,5,11,26,13,3
9,property_decoupled,dg_pressure,27,28,30,16,21,11,19,24,12,22,17,3,7,2,18,14,8,1,23,4,5,25,20,29,15,6,10,26,9,13
9,property_decoupled,condition_pressure,27,28,30,17,22,11,19,21,12,25,18,3,7,2,20,14,8,1,24,4,5,23,16,29,15,6,10,26,9,13
9,hybrid,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,hybrid,dg_joint,30,28,27,20,11,15,25,19,9,26,17,5,4,1,3,18,7,16,23,8,13,29,22,21,2,12,10,24,14,6
9,hybrid,condition_joint,30,28,26,13,10,14,25,18,7,27,19,6,4,1,3,20,17,16,23,8,12,29,22,21,2,11,9,24,15,5
9,hybrid,dg_pressure,30,26,27,18,20,11,28,21,12,29,8,3,7,2,1,14,9,13,22,4,5,23,25,24,19,6,10,15,16,17
9,hybrid,condition_pressure,30,22,29,18,20,11,28,21,12,27,8,3,7,2,1,14,9,13,24,4,5,25,26,23,19,6,10,15,16,17
9,POD,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,POD,dg_joint,29,27,28,12,1,17,24,23,11,26,19,5,6,15,21,22,9,25,13,14,7,30,18,16,4,8,3,20,10,2
9,POD,condition_joint,29,27,28,12,1,17,24,23,11,26,19,5,6,15,21,22,9,25,13,14,7,30,18,16,4,8,3,20,10,2
9,POD,dg_pressure,26,28,30,14,4,17,21,23,10,29,13,12,2,15,22,20,11,27,18,9,5,24,16,19,3,7,8,25,6,1
9,POD,condition_pressure,26,28,30,14,4,17,21,23,10,29,13,12,2,15,22,20,11,27,18,9,5,24,16,19,3,7,8,25,6,1
9,POD-E,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,POD-E,dg_joint,29,27,28,15,7,14,24,23,13,26,18,4,5,1,20,17,10,25,16,12,9,30,19,22,2,8,6,21,11,3
9,POD-E,condition_joint,29,27,28,14,7,17,24,23,13,26,19,4,5,1,21,22,11,25,16,15,9,30,18,12,2,8,6,20,10,3
9,POD-E,dg_pressure,28,29,30,16,17,11,26,25,13,27,15,3,7,2,24,18,8,1,20,4,5,22,19,23,14,6,10,21,9,12
9,POD-E,condition_pressure,27,28,30,16,17,11,25,24,13,29,15,3,7,2,26,18,8,1,20,4,5,22,19,23,14,6,10,21,9,12
9,original_tbmd,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
9,original_tbmd,dg_joint,28,27,30,17,20,18,26,22,9,24,16,5,4,1,21,15,6,25,19,10,13,29,23,7,2,12,8,14,11,3
9,original_tbmd,condition_joint,28,27,30,17,20,18,26,22,10,24,16,5,4,1,21,15,6,25,19,11,13,29,23,7,2,12,9,14,8,3
9,original_tbmd,dg_pressure,29,30,27,14,21,18,25,26,9,28,8,3,6,2,1,11,12,22,24,4,5,17,20,23,16,7,10,19,15,13
9,original_tbmd,condition_pressure,29,30,27,14,21,18,25,26,9,28,8,3,6,2,1,11,12,22,24,4,5,17,19,23,15,7,10,20,16,13
10,final_accuracy,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,final_accuracy,dg_joint,28,29,30,14,20,11,25,22,1,23,16,5,8,2,15,10,9,24,21,6,7,19,17,26,18,4,12,27,13,3
10,final_accuracy,condition_joint,28,29,30,14,18,11,27,22,1,26,19,4,9,2,15,10,8,25,21,6,7,20,16,24,17,5,12,23,13,3
10,final_accuracy,dg_pressure,28,27,30,15,21,11,25,24,10,22,16,6,7,2,17,13,9,1,23,4,3,19,20,29,18,5,12,26,8,14
10,final_accuracy,condition_pressure,27,28,30,14,17,11,23,22,10,25,19,6,7,2,18,13,9,1,24,4,3,21,16,29,20,5,12,26,8,15
10,final_pareto,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,final_pareto,dg_joint,30,29,28,14,17,11,20,19,1,23,15,5,8,2,6,13,10,24,21,3,7,25,22,27,18,4,12,26,9,16
10,final_pareto,condition_joint,28,29,30,14,16,10,26,20,1,27,19,4,8,2,17,11,9,25,21,6,7,22,23,24,18,5,12,15,13,3
10,final_pareto,dg_pressure,30,29,28,15,21,10,19,20,11,22,14,6,7,2,17,13,9,1,23,4,3,25,26,27,18,5,12,24,8,16
10,final_pareto,condition_pressure,28,29,30,14,16,10,25,19,11,26,18,6,7,2,20,13,9,1,24,4,3,22,23,27,21,5,12,15,8,17
10,rank_optimized_joint,configured,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,rank_optimized_joint,dg_joint,29,28,27,4,6,14,25,23,15,26,16,5,9,1,19,18,13,24,17,10,11,30,21,22,2,8,7,20,12,3
